user_id,event_name,event_timestamp
U00001,kyc_started,2024-06-12 02:00:00
U00001,kyc_completed,2024-06-14 00:00:00
U00001,first_transaction,2024-06-14 17:00:00
U00003,kyc_started,2024-01-07 04:00:00
U00003,kyc_completed,2024-01-07 16:00:00
U00003,first_transaction,2024-01-09 12:00:00
U00004,kyc_started,2024-03-11 05:00:00
U00004,kyc_completed,2024-03-12 03:00:00
U00004,first_transaction,2024-03-13 14:00:00
U00005,kyc_started,2024-03-03 04:00:00
U00005,kyc_completed,2024-03-05 00:00:00
U00005,first_transaction,2024-03-06 05:00:00
U00005,repeat_transaction,2024-04-04 05:00:00
U00006,kyc_started,2024-02-27 09:00:00
U00006,kyc_completed,2024-02-27 23:00:00
U00006,first_transaction,2024-02-29 10:00:00
U00007,kyc_started,2024-02-05 04:00:00
U00008,kyc_started,2024-01-27 08:00:00
U00008,kyc_completed,2024-01-28 00:00:00
U00009,kyc_started,2024-06-22 01:00:00
U00009,kyc_completed,2024-06-23 08:00:00
U00009,first_transaction,2024-06-25 10:00:00
U00009,repeat_transaction,2024-07-05 10:00:00
U00010,kyc_started,2024-05-19 02:00:00
U00010,kyc_completed,2024-05-20 17:00:00
U00010,first_transaction,2024-05-22 19:00:00
U00011,kyc_started,2024-01-23 01:00:00
U00011,kyc_completed,2024-01-24 06:00:00
U00011,first_transaction,2024-01-26 21:00:00
U00011,repeat_transaction,2024-02-14 21:00:00
U00012,kyc_started,2024-05-31 01:00:00
U00012,kyc_completed,2024-06-01 13:00:00
U00013,kyc_started,2024-04-18 06:00:00
U00013,kyc_completed,2024-04-18 17:00:00
U00013,first_transaction,2024-04-20 18:00:00
U00013,repeat_transaction,2024-05-05 18:00:00
U00014,kyc_started,2024-01-09 06:00:00
U00014,kyc_completed,2024-01-10 06:00:00
U00014,first_transaction,2024-01-11 20:00:00
U00015,kyc_started,2024-01-08 08:00:00
U00016,kyc_started,2024-01-24 10:00:00
U00016,kyc_completed,2024-01-24 17:00:00
U00016,first_transaction,2024-01-24 20:00:00
U00016,repeat_transaction,2024-02-07 20:00:00
U00017,kyc_started,2024-02-25 01:00:00
U00017,kyc_completed,2024-02-26 17:00:00
U00018,kyc_started,2024-02-29 05:00:00
U00018,kyc_completed,2024-03-01 06:00:00
U00018,first_transaction,2024-03-02 16:00:00
U00018,repeat_transaction,2024-03-10 16:00:00
U00019,kyc_started,2024-05-09 10:00:00
U00019,kyc_completed,2024-05-10 22:00:00
U00020,kyc_started,2024-06-03 07:00:00
U00020,kyc_completed,2024-06-04 03:00:00
U00020,first_transaction,2024-06-05 00:00:00
U00020,repeat_transaction,2024-06-30 00:00:00
U00021,kyc_started,2024-01-07 05:00:00
U00021,kyc_completed,2024-01-08 05:00:00
U00021,first_transaction,2024-01-09 19:00:00
U00021,repeat_transaction,2024-01-25 19:00:00
U00022,kyc_started,2024-05-23 03:00:00
U00022,kyc_completed,2024-05-24 08:00:00
U00022,first_transaction,2024-05-24 17:00:00
U00022,repeat_transaction,2024-05-29 17:00:00
U00023,kyc_started,2024-02-20 10:00:00
U00024,kyc_started,2024-06-15 12:00:00
U00024,kyc_completed,2024-06-17 00:00:00
U00024,first_transaction,2024-06-19 07:00:00
U00025,kyc_started,2024-06-28 04:00:00
U00025,kyc_completed,2024-06-28 17:00:00
U00025,first_transaction,2024-06-29 06:00:00
U00025,repeat_transaction,2024-07-27 06:00:00
U00026,kyc_started,2024-05-19 02:00:00
U00027,kyc_started,2024-04-17 06:00:00
U00028,kyc_started,2024-02-26 03:00:00
U00028,kyc_completed,2024-02-26 13:00:00
U00028,first_transaction,2024-02-27 11:00:00
U00029,kyc_started,2024-04-24 01:00:00
U00029,kyc_completed,2024-04-24 16:00:00
U00029,first_transaction,2024-04-25 14:00:00
U00029,repeat_transaction,2024-05-02 14:00:00
U00030,kyc_started,2024-05-30 04:00:00
U00031,kyc_started,2024-03-12 10:00:00
U00032,kyc_started,2024-01-02 08:00:00
U00032,kyc_completed,2024-01-02 20:00:00
U00033,kyc_started,2024-02-10 10:00:00
U00034,kyc_started,2024-06-27 07:00:00
U00034,kyc_completed,2024-06-28 07:00:00
U00034,first_transaction,2024-06-30 22:00:00
U00035,kyc_started,2024-04-18 09:00:00
U00037,kyc_started,2024-03-12 11:00:00
U00038,kyc_started,2024-02-09 10:00:00
U00038,kyc_completed,2024-02-10 14:00:00
U00039,kyc_started,2024-02-25 07:00:00
U00039,kyc_completed,2024-02-26 20:00:00
U00039,first_transaction,2024-02-27 01:00:00
U00039,repeat_transaction,2024-03-20 01:00:00
U00041,kyc_started,2024-01-27 02:00:00
U00041,kyc_completed,2024-01-28 15:00:00
U00041,first_transaction,2024-01-30 06:00:00
U00041,repeat_transaction,2024-02-12 06:00:00
U00042,kyc_started,2024-01-24 01:00:00
U00042,kyc_completed,2024-01-24 22:00:00
U00042,first_transaction,2024-01-25 16:00:00
U00043,kyc_started,2024-04-07 04:00:00
U00043,kyc_completed,2024-04-08 03:00:00
U00044,kyc_started,2024-01-25 07:00:00
U00044,kyc_completed,2024-01-26 18:00:00
U00044,first_transaction,2024-01-27 21:00:00
U00044,repeat_transaction,2024-02-12 21:00:00
U00046,kyc_started,2024-03-29 03:00:00
U00048,kyc_started,2024-03-08 01:00:00
U00048,kyc_completed,2024-03-09 13:00:00
U00050,kyc_started,2024-04-27 05:00:00
U00050,kyc_completed,2024-04-28 21:00:00
U00050,first_transaction,2024-04-29 03:00:00
U00052,kyc_started,2024-02-01 06:00:00
U00052,kyc_completed,2024-02-02 08:00:00
U00053,kyc_started,2024-04-06 02:00:00
U00053,kyc_completed,2024-04-08 00:00:00
U00053,first_transaction,2024-04-08 04:00:00
U00053,repeat_transaction,2024-05-01 04:00:00
U00054,kyc_started,2024-01-21 01:00:00
U00054,kyc_completed,2024-01-22 10:00:00
U00055,kyc_started,2024-05-21 10:00:00
U00055,kyc_completed,2024-05-22 12:00:00
U00055,first_transaction,2024-05-25 07:00:00
U00057,kyc_started,2024-06-09 07:00:00
U00058,kyc_started,2024-06-07 09:00:00
U00059,kyc_started,2024-04-02 02:00:00
U00060,kyc_started,2024-05-27 07:00:00
U00060,kyc_completed,2024-05-28 17:00:00
U00061,kyc_started,2024-02-19 03:00:00
U00061,kyc_completed,2024-02-20 01:00:00
U00061,first_transaction,2024-02-22 03:00:00
U00061,repeat_transaction,2024-03-03 03:00:00
U00062,kyc_started,2024-06-29 05:00:00
U00062,kyc_completed,2024-06-29 21:00:00
U00062,first_transaction,2024-06-30 22:00:00
U00062,repeat_transaction,2024-07-29 22:00:00
U00064,kyc_started,2024-01-12 10:00:00
U00064,kyc_completed,2024-01-13 02:00:00
U00064,first_transaction,2024-01-13 11:00:00
U00064,repeat_transaction,2024-01-17 11:00:00
U00065,kyc_started,2024-06-18 08:00:00
U00066,kyc_started,2024-02-28 03:00:00
U00067,kyc_started,2024-03-15 02:00:00
U00068,kyc_started,2024-01-21 06:00:00
U00068,kyc_completed,2024-01-22 12:00:00
U00070,kyc_started,2024-01-26 09:00:00
U00070,kyc_completed,2024-01-27 10:00:00
U00070,first_transaction,2024-01-29 04:00:00
U00070,repeat_transaction,2024-02-22 04:00:00
U00071,kyc_started,2024-04-07 12:00:00
U00071,kyc_completed,2024-04-08 06:00:00
U00072,kyc_started,2024-03-12 04:00:00
U00072,kyc_completed,2024-03-12 14:00:00
U00072,first_transaction,2024-03-14 01:00:00
U00072,repeat_transaction,2024-04-02 01:00:00
U00073,kyc_started,2024-04-26 12:00:00
U00074,kyc_started,2024-06-11 10:00:00
U00074,kyc_completed,2024-06-12 05:00:00
U00074,first_transaction,2024-06-13 00:00:00
U00075,kyc_started,2024-04-03 04:00:00
U00076,kyc_started,2024-02-11 03:00:00
U00077,kyc_started,2024-04-04 09:00:00
U00077,kyc_completed,2024-04-05 14:00:00
U00077,first_transaction,2024-04-07 09:00:00
U00077,repeat_transaction,2024-04-17 09:00:00
U00078,kyc_started,2024-03-31 08:00:00
U00079,kyc_started,2024-02-23 06:00:00
U00080,kyc_started,2024-06-20 07:00:00
U00081,kyc_started,2024-03-09 08:00:00
U00082,kyc_started,2024-06-28 06:00:00
U00082,kyc_completed,2024-06-29 04:00:00
U00082,first_transaction,2024-07-01 19:00:00
U00083,kyc_started,2024-06-23 04:00:00
U00083,kyc_completed,2024-06-24 04:00:00
U00083,first_transaction,2024-06-25 02:00:00
U00083,repeat_transaction,2024-07-17 02:00:00
U00084,kyc_started,2024-06-14 07:00:00
U00085,kyc_started,2024-01-19 02:00:00
U00086,kyc_started,2024-06-04 09:00:00
U00086,kyc_completed,2024-06-04 18:00:00
U00087,kyc_started,2024-06-11 12:00:00
U00087,kyc_completed,2024-06-11 16:00:00
U00087,first_transaction,2024-06-12 15:00:00
U00087,repeat_transaction,2024-06-24 15:00:00
U00089,kyc_started,2024-05-16 11:00:00
U00090,kyc_started,2024-03-03 11:00:00
U00090,kyc_completed,2024-03-03 15:00:00
U00090,first_transaction,2024-03-05 07:00:00
U00090,repeat_transaction,2024-03-09 07:00:00
U00092,kyc_started,2024-04-28 01:00:00
U00092,kyc_completed,2024-04-29 01:00:00
U00094,kyc_started,2024-03-10 08:00:00
U00094,kyc_completed,2024-03-11 07:00:00
U00094,first_transaction,2024-03-14 03:00:00
U00094,repeat_transaction,2024-04-05 03:00:00
U00095,kyc_started,2024-06-12 02:00:00
U00095,kyc_completed,2024-06-13 05:00:00
U00095,first_transaction,2024-06-15 23:00:00
U00095,repeat_transaction,2024-07-07 23:00:00
U00096,kyc_started,2024-06-25 05:00:00
U00096,kyc_completed,2024-06-26 10:00:00
U00096,first_transaction,2024-06-28 23:00:00
U00097,kyc_started,2024-05-22 09:00:00
U00097,kyc_completed,2024-05-23 14:00:00
U00097,first_transaction,2024-05-24 21:00:00
U00098,kyc_started,2024-02-26 11:00:00
U00098,kyc_completed,2024-02-27 04:00:00
U00098,first_transaction,2024-02-28 00:00:00
U00098,repeat_transaction,2024-03-03 00:00:00
U00099,kyc_started,2024-06-24 02:00:00
U00099,kyc_completed,2024-06-25 17:00:00
U00099,first_transaction,2024-06-26 03:00:00
U00099,repeat_transaction,2024-07-09 03:00:00
U00100,kyc_started,2024-03-24 10:00:00
U00100,kyc_completed,2024-03-25 19:00:00
U00100,first_transaction,2024-03-26 11:00:00
U00101,kyc_started,2024-01-15 11:00:00
U00101,kyc_completed,2024-01-16 08:00:00
U00102,kyc_started,2024-02-28 08:00:00
U00103,kyc_started,2024-01-09 07:00:00
U00103,kyc_completed,2024-01-09 17:00:00
U00103,first_transaction,2024-01-11 02:00:00
U00103,repeat_transaction,2024-02-09 02:00:00
U00104,kyc_started,2024-03-21 11:00:00
U00105,kyc_started,2024-04-12 06:00:00
U00105,kyc_completed,2024-04-13 09:00:00
U00106,kyc_started,2024-03-09 11:00:00
U00106,kyc_completed,2024-03-10 00:00:00
U00106,first_transaction,2024-03-10 22:00:00
U00107,kyc_started,2024-01-17 08:00:00
U00108,kyc_started,2024-02-24 01:00:00
U00109,kyc_started,2024-05-25 10:00:00
U00109,kyc_completed,2024-05-26 06:00:00
U00110,kyc_started,2024-03-21 07:00:00
U00110,kyc_completed,2024-03-21 13:00:00
U00110,first_transaction,2024-03-23 09:00:00
U00111,kyc_started,2024-02-24 01:00:00
U00111,kyc_completed,2024-02-25 21:00:00
U00111,first_transaction,2024-02-26 16:00:00
U00111,repeat_transaction,2024-03-21 16:00:00
U00113,kyc_started,2024-05-07 05:00:00
U00113,kyc_completed,2024-05-08 22:00:00
U00114,kyc_started,2024-04-11 10:00:00
U00114,kyc_completed,2024-04-11 15:00:00
U00114,first_transaction,2024-04-14 14:00:00
U00114,repeat_transaction,2024-05-11 14:00:00
U00115,kyc_started,2024-06-13 05:00:00
U00115,kyc_completed,2024-06-14 15:00:00
U00115,first_transaction,2024-06-15 00:00:00
U00115,repeat_transaction,2024-07-01 00:00:00
U00118,kyc_started,2024-03-08 04:00:00
U00119,kyc_started,2024-02-05 04:00:00
U00119,kyc_completed,2024-02-06 08:00:00
U00121,kyc_started,2024-05-23 11:00:00
U00122,kyc_started,2024-05-17 05:00:00
U00122,kyc_completed,2024-05-18 03:00:00
U00122,first_transaction,2024-05-20 13:00:00
U00122,repeat_transaction,2024-05-23 13:00:00
U00123,kyc_started,2024-03-08 02:00:00
U00124,kyc_started,2024-05-29 09:00:00
U00125,kyc_started,2024-04-19 12:00:00
U00126,kyc_started,2024-05-29 05:00:00
U00127,kyc_started,2024-04-12 08:00:00
U00128,kyc_started,2024-04-02 11:00:00
U00128,kyc_completed,2024-04-02 20:00:00
U00130,kyc_started,2024-02-05 12:00:00
U00130,kyc_completed,2024-02-06 23:00:00
U00130,first_transaction,2024-02-07 01:00:00
U00131,kyc_started,2024-05-10 11:00:00
U00131,kyc_completed,2024-05-11 19:00:00
U00131,first_transaction,2024-05-12 12:00:00
U00132,kyc_started,2024-05-06 03:00:00
U00133,kyc_started,2024-01-24 07:00:00
U00133,kyc_completed,2024-01-25 16:00:00
U00133,first_transaction,2024-01-26 13:00:00
U00133,repeat_transaction,2024-02-22 13:00:00
U00135,kyc_started,2024-01-29 09:00:00
U00136,kyc_started,2024-02-09 02:00:00
U00139,kyc_started,2024-06-23 04:00:00
U00139,kyc_completed,2024-06-24 06:00:00
U00140,kyc_started,2024-04-18 08:00:00
U00140,kyc_completed,2024-04-19 21:00:00
U00141,kyc_started,2024-06-01 08:00:00
U00141,kyc_completed,2024-06-02 19:00:00
U00141,first_transaction,2024-06-04 07:00:00
U00142,kyc_started,2024-01-17 02:00:00
U00142,kyc_completed,2024-01-18 13:00:00
U00143,kyc_started,2024-04-08 05:00:00
U00145,kyc_started,2024-06-01 02:00:00
U00146,kyc_started,2024-04-29 06:00:00
U00146,kyc_completed,2024-04-30 23:00:00
U00146,first_transaction,2024-05-02 20:00:00
U00146,repeat_transaction,2024-06-01 20:00:00
U00147,kyc_started,2024-05-15 07:00:00
U00147,kyc_completed,2024-05-16 21:00:00
U00148,kyc_started,2024-03-05 03:00:00
U00148,kyc_completed,2024-03-06 19:00:00
U00149,kyc_started,2024-05-21 02:00:00
U00150,kyc_started,2024-01-03 11:00:00
U00151,kyc_started,2024-06-23 09:00:00
U00152,kyc_started,2024-01-30 11:00:00
U00152,kyc_completed,2024-01-30 15:00:00
U00152,first_transaction,2024-01-31 16:00:00
U00152,repeat_transaction,2024-02-14 16:00:00
U00153,kyc_started,2024-06-23 11:00:00
U00154,kyc_started,2024-05-17 07:00:00
U00155,kyc_started,2024-03-09 06:00:00
U00156,kyc_started,2024-06-13 02:00:00
U00156,kyc_completed,2024-06-15 00:00:00
U00157,kyc_started,2024-03-28 08:00:00
U00157,kyc_completed,2024-03-30 00:00:00
U00158,kyc_started,2024-01-29 10:00:00
U00159,kyc_started,2024-03-16 11:00:00
U00159,kyc_completed,2024-03-17 08:00:00
U00159,first_transaction,2024-03-19 15:00:00
U00159,repeat_transaction,2024-04-18 15:00:00
U00160,kyc_started,2024-04-21 05:00:00
U00162,kyc_started,2024-04-26 07:00:00
U00163,kyc_started,2024-01-01 07:00:00
U00165,kyc_started,2024-05-08 08:00:00
U00165,kyc_completed,2024-05-09 08:00:00
U00165,first_transaction,2024-05-09 12:00:00
U00166,kyc_started,2024-02-15 12:00:00
U00166,kyc_completed,2024-02-15 21:00:00
U00167,kyc_started,2024-05-09 02:00:00
U00167,kyc_completed,2024-05-09 19:00:00
U00168,kyc_started,2024-01-28 06:00:00
U00169,kyc_started,2024-06-09 04:00:00
U00169,kyc_completed,2024-06-09 18:00:00
U00169,first_transaction,2024-06-11 06:00:00
U00169,repeat_transaction,2024-07-08 06:00:00
U00170,kyc_started,2024-03-17 09:00:00
U00171,kyc_started,2024-06-12 12:00:00
U00171,kyc_completed,2024-06-13 23:00:00
U00171,first_transaction,2024-06-16 22:00:00
U00172,kyc_started,2024-05-09 07:00:00
U00173,kyc_started,2024-06-04 07:00:00
U00173,kyc_completed,2024-06-05 10:00:00
U00173,first_transaction,2024-06-05 17:00:00
U00173,repeat_transaction,2024-06-11 17:00:00
U00175,kyc_started,2024-02-09 02:00:00
U00176,kyc_started,2024-04-05 06:00:00
U00176,kyc_completed,2024-04-05 19:00:00
U00176,first_transaction,2024-04-08 19:00:00
U00177,kyc_started,2024-02-11 06:00:00
U00177,kyc_completed,2024-02-11 19:00:00
U00177,first_transaction,2024-02-11 22:00:00
U00177,repeat_transaction,2024-03-08 22:00:00
U00178,kyc_started,2024-05-18 03:00:00
U00179,kyc_started,2024-05-15 11:00:00
U00179,kyc_completed,2024-05-16 15:00:00
U00179,first_transaction,2024-05-19 10:00:00
U00180,kyc_started,2024-01-01 12:00:00
U00181,kyc_started,2024-06-02 09:00:00
U00181,kyc_completed,2024-06-03 16:00:00
U00181,first_transaction,2024-06-05 18:00:00
U00181,repeat_transaction,2024-06-24 18:00:00
U00182,kyc_started,2024-03-23 03:00:00
U00182,kyc_completed,2024-03-24 15:00:00
U00183,kyc_started,2024-05-05 04:00:00
U00183,kyc_completed,2024-05-05 20:00:00
U00184,kyc_started,2024-01-05 10:00:00
U00184,kyc_completed,2024-01-05 20:00:00
U00184,first_transaction,2024-01-06 21:00:00
U00185,kyc_started,2024-01-29 10:00:00
U00185,kyc_completed,2024-01-29 20:00:00
U00186,kyc_started,2024-04-02 12:00:00
U00186,kyc_completed,2024-04-03 04:00:00
U00187,kyc_started,2024-03-19 11:00:00
U00187,kyc_completed,2024-03-20 02:00:00
U00187,first_transaction,2024-03-20 17:00:00
U00188,kyc_started,2024-03-02 12:00:00
U00188,kyc_completed,2024-03-02 13:00:00
U00188,first_transaction,2024-03-04 09:00:00
U00188,repeat_transaction,2024-03-11 09:00:00
U00189,kyc_started,2024-01-15 11:00:00
U00191,kyc_started,2024-05-25 07:00:00
U00191,kyc_completed,2024-05-26 22:00:00
U00191,first_transaction,2024-05-29 07:00:00
U00191,repeat_transaction,2024-06-28 07:00:00
